#Name,#tic_id,#Per,#Per_err,#Ecc,#Ecc_err,#T0,#T0_err,#a/R*,#a/R*_err,#Rp/R*,#Rp/R*_err,#Teff,#M/H,#logg,#RA,#DEC,#Nos_of_stars,#sum
Kepler-847 b,TIC 48352404,2.3432319,7.57E-06,,,2454966.20662,0.00252,,,0.0144,0.00086,4940,0.15,4.58,283.5048144,49.4509371,1,6
Kepler-848 b,TIC 26817863,6.91134416,2.461E-05,,,2454969.6481,0.00278,,,0.01336,0.00134,5695,0.15,4.28,293.2882949,48.8116114,1,4
Kepler-849 b,TIC 417659078,394.6244904,0.0008875,,,2455010.84401,0.0016,,,0.0401,0.0009,6059,0.12,4.1,290.8517961,48.5213243,1,4
Kepler-850 b,TIC 26751527,7.19303878,3.818E-05,,,2454969.0517,0.00439,,,0.01528,0.00052,5932,0.03,4.39,293.0844515,48.5753645,1,4
Kepler-851 b,TIC 27235573,8.50699658,3.708E-05,,,2454967.64306,0.00337,,,0.01787,0.0024,5455,-0.07,4.53,294.6802199,49.1401106,1,4
Kepler-852 b,TIC 28089606,44.9309804,0.00024,,,2454973.20427,0.00414,,,0.0204,0.00346,6100,0.22,4.38,297.3915863,48.5606875,1,4
Kepler-853 b,TIC 48419201,7.16892463,2.302E-05,,,2454968.67883,0.00272,,,0.01005,7E-05,6350,0.07,4.17,283.936781,49.1102748,1,6
Kepler-854 b,TIC 275570329,2.14463285,6.8E-07,,,2454966.98434,0.000259,,,0.12077,0.00046,6179,0.04,4.29,293.351268,43.1346404,1,4
Kepler-855 b,TIC 271431851,7.8866311,2.47E-06,,,2455193.514349,0.000219,,,0.07448,0.00014,5835,0.06,4.42,295.0949565,43.537565,1,4
Kepler-856 b,TIC 159054620,8.02768059,2.01E-06,,,2455193.171476,0.000179,,,0.09183,0.00041,5535,0.12,4.49,289.6038379,46.3149097,1,4
Kepler-857 b,TIC 271158887,85.35129427,9.562E-05,,,2454994.009326,0.000882,,,0.06337,0.00064,5773,0.02,4.45,294.6323978,43.4004526,1,4
Kepler-858 b,TIC 299089652,76.13602028,5.533E-05,,,2455032.479049,0.000623,,,0.04928,0.00034,5653,-0.04,4.5,288.8488552,51.2090375,1,6
Kepler-859 b,TIC 158317824,20.38177573,5.321E-05,,,2454975.31445,0.00215,,,0.03675,0.00143,5020,-0.02,4.59,286.7418337,43.1901197,1,4
Kepler-860 b,TIC 271774166,5.10137945,8.94E-06,,,2455190.4825,0.0012,,,0.02796,0.00081,5836,0.09,4.4,295.5772681,46.2547028,1,4
Kepler-861 b,TIC 63206411,3.94963138,5.49E-06,,,2454967.60939,0.00114,,,0.02666,0.00047,5047,0.01,4.58,292.3539624,46.2262465,1,4
Kepler-862 b,TIC 273379660,3.14866453,7.03E-06,,,2455189.93547,0.00149,,,0.0238,0.00428,5333,0.04,4.54,297.7792466,46.4926688,1,4
Kepler-863 b,TIC 273500946,15.59461874,4.285E-05,,,2454970.56547,0.00223,,,0.02832,0.0001,5678,-0.03,4.46,297.6644677,43.2489903,1,4
Kepler-864 b,TIC 164836049,5.83376092,1.891E-05,,,2454971.74873,0.00267,,,0.0216,0.00052,5754,0.04,4.44,285.0570943,46.3206074,1,4
Kepler-865 b,TIC 273499989,14.16399294,2.463E-05,,,2454973.5901,0.00136,,,0.02499,0.00049,5570,-0.01,4.49,297.7242257,43.5272796,1,4
Kepler-866 b,TIC 159307214,2.61703254,7.31E-06,,,2454967.03179,0.00253,,,0.02093,0.00067,4751,-0.07,4.62,290.1222112,43.085407,1,2
Kepler-867 b,TIC 399915645,150.242127,0.0006047,,,2454971.28724,0.00311,,,0.04702,0.00277,5541,-0.02,4.49,287.2852554,51.2499499,1,4
Kepler-868 b,TIC 123447451,5.03251791,2.082E-05,,,2454970.33295,0.00346,,,0.02058,0.0003,5614,-0.08,4.51,282.3635315,46.6752384,1,4
Kepler-869 b,TIC 299218299,40.4287755,0.0001799,,,2454972.50229,0.00352,,,0.03547,8E-05,5664,0.02,4.47,289.4245955,50.9941198,1,4
Kepler-870 b,TIC 27455225,21.3587621,0.0001184,,,2454968.07113,0.00434,,,0.02462,0.00077,5857,-0.01,4.43,295.4025625,50.4785992,1,4
Kepler-871 b,TIC 271158815,22.0459018,0.0001072,,,2454969.47832,0.00442,,,0.03026,0.00287,5993,0.09,4.37,294.5270634,43.3681317,1,4
Kepler-872 b,TIC 271669275,2.57885507,5.17E-06,,,2454966.22337,0.00159,,,0.01717,0.00062,5902,0.04,4.4,295.4174725,43.6056117,1,4
Kepler-873 b,TIC 27843860,20.5533844,7.327E-05,,,2454972.55817,0.00288,,,0.02676,0.00327,6163,0.07,4.29,296.4031319,51.2712773,1,4
Kepler-874 b,TIC 271347296,40.0686727,0.0001013,,,2454984.80829,0.00209,,,0.0315,0.00043,6020,0.03,4.37,294.9568477,43.0142991,1,4
Kepler-875 b,TIC 273141643,27.5073799,0.0001536,,,2454984.83875,0.00397,,,0.02376,0.00531,5958,0.03,4.38,297.3012497,43.1418313,1,4
Kepler-876 b,TIC 164529393,5.14438011,2.466E-05,,,2454966.82743,0.00362,,,0.01658,0.00087,5060,-0.03,4.58,283.4781717,43.3837235,1,4
Kepler-877 b,TIC 159175206,18.45847097,4.779E-05,,,2454971.16463,0.00223,,,0.02436,0.00036,5261,-0.06,4.56,289.8591023,46.5227429,1,4
Kepler-878 b,TIC 164892142,25.9422033,0.0001029,,,2454989.18603,0.00297,,,0.0225,0.00102,5044,-0.03,4.58,285.2962562,46.6034497,1,4
Kepler-879 b,TIC 27639443,33.3855938,0.000142,,,2454981.92796,0.00332,,,0.02276,0.00332,5792,0.05,4.42,295.8065515,50.9097521,1,4
Kepler-880 b,TIC 351803495,7.71468975,1.918E-05,,,2454966.55478,0.00225,,,0.01357,0.00032,6761,0.03,4.12,281.9712347,43.6727839,1,4
Kepler-881 b,TIC 158936201,4.44448017,2.53E-05,,,2454966.46263,0.00434,,,0.0146,0.00014,5961,0,4.39,288.9925529,46.6706513,1,4
Kepler-882 b,TIC 271158747,3.98953967,9.76E-06,,,2454967.0998,0.00201,,,0.01263,0.00064,5476,-0.03,4.52,294.6500256,43.3356106,1,4
Kepler-883 b,TIC 243271051,12.98495573,3.436E-05,,,2454972.78176,0.00209,,,0.01479,0.00044,6116,-0.13,4.4,286.433726,50.3002266,1,6
Kepler-884 b,TIC 26657091,5.69919514,1.359E-05,,,2454969.58754,0.00195,,,0.01165,0.00032,5715,0.05,4.49,292.5844328,49.9232012,1,4
Kepler-885 b,TIC 299030528,18.11472949,5.308E-05,,,2454980.49223,0.00255,,,0.01664,0.00014,6187,0.11,4.26,288.6615682,49.7371538,1,4
Kepler-886 b,TIC 158215023,6.24146367,2.154E-05,,,2454967.88704,0.00286,,,0.01203,0.00048,6098,-0.01,4.35,286.2717162,43.5952037,1,4
Kepler-888 b,TIC 27531978,70.6979061,0.0003086,,,2455021.57029,0.00361,,,0.01802,0.00053,5875,-0.21,4.52,295.5212866,49.7386804,1,4
Kepler-889 b,TIC 26474039,3.744439,1.366E-05,,,2454966.56063,0.00294,,,0.00791,0.00023,5961,0.19,4.3,291.467454,50.7595597,1,4
Kepler-890 b,TIC 158726129,52.75875577,3.345E-05,,,2454989.30675,0.000534,,,0.07171,0.00038,5954,0.09,4.37,288.435718,43.7634712,1,2
Kepler-891 b,TIC 122713286,53.44945593,6.578E-05,,,2454982.201815,0.000985,,,0.05528,0.00074,5887,0.09,4.41,291.0837644,40.3552252,1,2
Kepler-892 b,TIC 164459949,13.7521072,3.106E-05,,,2454976.03124,0.00206,,,0.03574,0.00454,4747,-0.04,4.61,283.1296399,43.8880983,1,4
Kepler-893 b,TIC 164830125,6.33855761,1.361E-05,,,2455187.8511,0.00159,,,0.0284,0.00142,5820,-0.03,4.45,284.9630591,43.9130282,1,4
Kepler-894 b,TIC 158838278,9.803224,3.027E-05,,,2455196.9859,0.00227,,,0.0298,0.00016,5603,-0.25,4.53,288.7340513,46.939363,1,4
Kepler-895 b,TIC 299217801,2.80624233,8.17E-06,,,2454966.73125,0.00223,,,0.02311,0.00112,4315,-0.16,4.67,289.2906978,51.4089936,1,6
Kepler-896 b,TIC 123490277,144.547396,0.002274,,,2455098.95281,0.00923,,,0.02949,0.00108,5262,-0.1,4.56,282.4391402,43.7344291,1,4
Kepler-897 b,TIC 290005350,8.0472642,2.943E-05,,,2454970.2086,0.00288,,,0.02113,0.00075,5839,0.04,4.41,290.5867992,51.6957731,1,2
Kepler-898 b,TIC 158272820,5.8706191,2.07E-05,,,2454970.24953,0.00263,,,0.02215,0.0044,4223,-0.06,4.66,286.5854116,46.8708877,1,6
Kepler-899 b,TIC 169557750,19.17891293,8.075E-05,,,2454972.74661,0.00285,,,0.02669,0.00089,5595,-0.06,4.49,297.4825612,40.6807412,1,3
Kepler-900 b,TIC 272278496,6.9913086,1.434E-05,,,2454968.46263,0.00151,,,0.02611,0.00108,4836,-0.01,4.6,296.177272,46.9989635,1,4
Kepler-901 b,TIC 122712179,3.51749439,3.52E-06,,,2454968.54657,0.000849,,,0.02165,0.00052,4184,-0.3,4.7,291.1528056,40.8876814,1,2
Kepler-902 b,TIC 159172027,40.1099547,0.0001551,,,2454975.07826,0.00329,,,0.02512,0.00069,5647,0,4.49,289.7317067,46.953875,1,4
Kepler-904 b,TIC 121789066,3.02166863,8.93E-06,,,2454966.47672,0.00257,,,0.0125,0.00029,6160,0.05,4.31,288.8229001,40.38901,1,2
Kepler-905 b,TIC 159225367,5.08274652,8.37E-06,,,2454966.21095,0.00147,,,0.01521,0.00049,5461,0.09,4.55,290.0511468,46.7134077,1,2
Kepler-906 b,TIC 137154728,41.6979976,0.0001595,,,2455002.57636,0.00291,,,0.0189,0.00054,6035,-0.09,4.45,291.4055614,40.1254254,1,2
Kepler-907 b,TIC 120576846,15.86621821,6.487E-05,,,2454974.08805,0.00316,,,0.00816,0.00028,6106,-0.15,4.19,285.4764959,41.6326615,1,4
Kepler-908 b,TIC 139106731,1.34059747,1.95E-06,,,2454965.24442,0.00121,,,0.00956,0.00034,5973,0.15,4.38,295.3225434,39.3764624,3,1
Kepler-909 b,TIC 159096688,13.93290318,4.462E-05,,,2454972.41195,0.00264,,,0.01068,0.00035,6154,0.08,4.33,289.5063796,45.3709728,1,4
Kepler-91 b,TIC 352011875,6.24658,8E-05,,,2454969.3958,0.0002,2.496,0.05,0.02181,0.00054,4550,0.11,2.95,285.6729033,44.1167513,1,4
Kepler-910 b,TIC 272178989,2.36436901,8.83E-06,,,2454965.25006,0.00311,,,0.00492,0.00018,6230,0.12,4.19,296.0472937,42.7429414,1,4
Kepler-911 b,TIC 171029578,20.310501,5.659E-05,,,2454979.82308,0.00227,,,0.01188,0.0003,6112,0.03,3.97,298.5891948,40.7506921,1,3
Kepler-912 b,TIC 170251516,2.53475627,7.98E-06,,,2454965.68056,0.00304,,,0.02276,0.00053,5998,0.02,4.37,298.1111779,41.758324,1,4
Kepler-913 b,TIC 169465273,10.29672521,3.426E-05,,,2454965.19659,0.00307,,,0.03124,0.00102,4687,-0.52,4.67,297.5830564,41.9523531,1,4
Kepler-914 b,TIC 159386728,4.40966548,1.193E-05,,,2454965.44902,0.00228,,,0.01052,0.00044,5877,0.22,4.36,290.4120774,44.8993227,1,4
Kepler-915 b,TIC 159396818,4.59489604,1.413E-05,,,2454966.83999,0.00246,,,0.00966,0.00027,6173,0.08,4.24,290.5921293,45.7372184,1,2
Kepler-916 b,TIC 159581842,32.2968798,0.0002489,,,2454971.52078,0.00654,,,0.01996,0.00095,5248,-0.05,4.56,290.9833818,45.9733334,1,2
Kepler-917 b,TIC 268383727,2.97041437,9.13E-06,,,2454966.3922,0.00256,,,0.02254,0.00078,5418,-0.38,4.58,299.0512562,47.9492677,1,4
Kepler-918 b,TIC 28450124,4.85386933,3.676E-05,,,2454968.09437,0.00597,,,0.01358,0.00058,6028,0.06,4.37,298.2007268,48.2677925,1,4
Kepler-919 b,TIC 28361491,11.04603384,6.6E-05,,,2454969.44083,0.00558,,,0.01726,0.00072,6113,0.07,4.33,298.1147862,48.4943834,1,4
Kepler-921 b,TIC 48448706,51.300634,0.0006728,,,2454986.53646,0.00963,,,0.0286,0.00012,5663,-0.12,4.5,284.6162253,49.1907438,1,6
Kepler-922 b,TIC 48448415,0.93846683,9.5E-07,,,2454968.601201,0.000827,,,0.01369,0.00032,5671,-0.05,4.48,284.7316084,49.533149,1,6
Kepler-923 b,TIC 138574253,6.93366476,3.537E-05,,,2454970.07236,0.00435,,,0.0104,0.00043,5988,0.07,4.28,294.1710831,40.0551372,1,1
Kepler-924 b,TIC 122596334,61.0370117,0.0003366,,,2455008.18003,0.00475,,,0.02255,2E-05,6167,0.01,4.32,290.6685136,40.3977086,1,2
Kepler-925 b,TIC 122294985,33.8678531,0.0001704,,,2454970.51356,0.00428,,,0.03001,0.00835,4673,0.12,4.62,290.1065581,40.4906242,1,2
Kepler-926 b,TIC 394174412,52.0688601,0.0001903,,,2455011.15605,0.00279,,,0.0208,0.00079,5806,0.03,4.43,289.6793396,40.7004265,1,2
Kepler-927 b,TIC 122066280,9.1149903,3.533E-05,,,2454966.97624,0.00321,,,0.01583,0.00063,5743,0.03,4.45,289.3834807,41.3926651,1,2
Kepler-928 b,TIC 122136712,3.9324613,9.65E-06,,,2454965.55465,0.00217,,,0.02113,0.00407,4700,-0.11,4.62,289.920676,41.5427758,1,2
Kepler-929 b,TIC 170733187,0.92103214,3.15E-06,,,2454965.03025,0.00275,,,0.00957,0.00023,5869,-0.04,4.42,298.4811022,41.6152603,1,3
Kepler-930 b,TIC 274031725,71.4517775,0.0007523,,,2454981.8132,0.00777,,,0.01417,0.00065,6335,0.04,4.24,298.3144494,42.2473698,1,4
Kepler-931 b,TIC 272945038,8.03755877,2.315E-05,,,2454972.35639,0.00237,,,0.01536,0.00064,5241,-0.01,4.55,297.1326937,42.7682885,1,4
Kepler-932 b,TIC 272715773,1.9214374,2.12E-06,,,2454964.806131,0.000921,,,0.01534,0.00039,5331,-0.01,4.54,296.9520797,43.2720233,1,4
Kepler-933 b,TIC 159099716,14.20443009,6.185E-05,,,2454975.73343,0.00341,,,0.02687,0.0011,5346,-0.02,4.54,289.5685257,43.5385438,1,2
Kepler-934 b,TIC 159379942,55.6738309,0.0002829,,,2454969.54348,0.0041,,,0.02482,0.00144,5001,0.01,4.59,290.2884494,43.7552623,1,2
Kepler-935 b,TIC 271424795,4.88083852,1.481E-05,,,2454969.19778,0.00266,,,0.01687,0.00073,4830,-0.01,4.61,295.0217193,46.6192011,1,4
Kepler-936 b,TIC 270619059,10.56134221,4.545E-05,,,2454966.76417,0.00354,,,0.01499,0.00078,5482,0.05,4.51,293.5777958,46.7362953,1,4
Kepler-938 b,TIC 271253308,52.6298417,0.0002898,,,2454988.61153,0.00472,,,0.02307,0.00078,5533,-0.03,4.51,294.7890593,46.9839352,1,4
Kepler-939 b,TIC 270790652,14.878296,0.0001256,,,2454975.96864,0.00634,,,0.0188,0.00268,5471,-0.12,4.54,293.8656181,47.0268148,1,4
Kepler-940 b,TIC 270959279,59.6225257,0.0003015,,,2454971.13385,0.00436,,,0.03162,0.00539,5769,-0.08,4.47,294.2413053,47.2759642,1,4
Kepler-941 b,TIC 270959184,17.42395198,8.3E-05,,,2454981.82645,0.00454,,,0.03294,0.00063,5539,-0.15,4.53,294.3262617,47.2175461,1,4
Kepler-942 b,TIC 271349932,44.96417488,6.962E-05,,,2454977.55876,0.00122,,,0.02609,0.00269,4861,0.09,4.59,294.9550809,44.1499518,1,4
Kepler-943 b,TIC 120106432,49.7701438,0.0001172,,,2454992.98572,0.00201,,,0.05975,0.00326,5612,-0.07,4.5,284.2739322,41.5349809,1,4
Kepler-944 b,TIC 270610053,43.3167737,0.0002351,,,2454969.57338,0.00398,,,0.02869,0.00129,5409,-0.11,4.54,293.6012911,42.379791,1,4
Kepler-945 b,TIC 159715997,31.0033814,0.0002081,,,2454976.28914,0.00472,,,0.02479,0.00105,5718,-0.01,4.46,291.2697354,42.0960305,1,2
Kepler-946 b,TIC 185057567,11.79162572,5.506E-05,,,2454967.54021,0.00403,,,0.01897,0.00073,5665,-0.09,4.47,300.9295551,44.028671,1,4
Kepler-947 b,TIC 271050878,26.9644317,0.000157,,,2454978.34343,0.00493,,,0.0243,0.00044,5508,-0.07,4.52,294.3667312,42.2526408,1,4
Kepler-948 b,TIC 138099276,7.76846622,4.201E-05,,,2454971.0625,0.00437,,,0.01782,0.0001,5679,-0.02,4.47,293.3002774,41.5233244,1,4
Kepler-949 b,TIC 268060310,8.6893073,9.63E-06,,,2454966.661087,0.000863,,,0.03096,0.00064,5403,0.01,4.53,298.6079128,46.45366,1,4
Kepler-95 b,TIC 164726946,11.5231,,,,2454964.96841,,,,0.02217,,5699,0.3,4.17,284.4824281,44.397891,1,4
Kepler-950 b,TIC 121461701,98.7180406,0.0001748,,,2454964.58611,0.00158,,,0.08054,0.0036,5857,0.02,4.44,287.9565768,41.1302834,1,2
Kepler-951 b,TIC 121395761,71.52530845,8.419E-05,,,2455024.692545,0.000907,,,0.06975,0.00097,4834,-0.01,4.6,287.7375794,38.1146488,2,1
Kepler-952 b,TIC 120495241,130.3546919,0.0002069,,,2454977.06014,0.00115,,,0.07138,0.00014,5730,0.06,4.45,285.3718781,41.9938697,1,4
Kepler-954 b,TIC 27645404,16.78176602,1.593E-05,,,2454972.793332,0.00072,,,0.028,0.00016,4990,0.02,4.59,295.8594318,47.9396001,1,4
Kepler-955 b,TIC 121603761,14.53244172,1.662E-05,,,2454973.724798,0.000974,,,0.03402,0.00094,5350,0.02,4.54,288.4714969,40.2698157,1,2
Kepler-956 b,TIC 424867045,5.24867263,3.12E-06,,,2454968.516253,0.000525,,,0.02411,0.00015,6040,0.02,4.36,292.5308289,49.0616555,1,4
Kepler-957 b,TIC 267748934,5.90741354,5.07E-06,,,2454966.934664,0.000687,,,0.06683,0.00175,4963,-0.01,4.6,290.1563633,48.818971,1,4
Kepler-958 b,TIC 158416263,9.7678805,1.11E-05,,,2454972.437821,0.000954,,,0.02222,0.00057,5421,0.01,4.53,287.2566578,46.0667247,1,6
Kepler-959 b,TIC 137411481,14.80074836,4.706E-05,,,2454965.82305,0.00263,,,0.02044,0.00052,7005,0.02,4.04,292.171185,40.8113849,1,2
Kepler-96 b,TIC 169081296,16.2385,,,,2455004.01897,,,,0.02397,,5690,0.04,4.42,297.0698263,40.5252039,1,3
Kepler-960 b,TIC 123357476,3.12686223,1.67E-06,,,2454966.724506,0.000456,,,0.02858,0.0002,4755,0.02,4.61,281.4572217,46.7465538,1,4
Kepler-961 b,TIC 351803452,16.87727414,2.872E-05,,,2454971.6479,0.00141,,,0.02622,0.00054,5582,0.05,4.51,282.0354942,43.6312491,1,4
Kepler-962 b,TIC 271546798,12.05707239,1.586E-05,,,2454968.41471,0.001,,,0.02092,0.00063,5478,0.01,4.54,295.3131906,46.2375024,1,4
Kepler-963 b,TIC 272605867,9.97683705,1.568E-05,,,2454964.76674,0.00131,,,0.02847,0.00064,5461,-0.02,4.52,296.7529742,45.0411049,1,4
Kepler-964 b,TIC 139155506,13.5225106,2.258E-05,,,2454975.18129,0.00143,,,0.0234,0.00076,5427,0.03,4.55,295.300065,40.5565792,1,3
Kepler-965 b,TIC 274118253,134.2527298,0.0005661,,,2455015.7041,0.00308,,,0.02683,0.0005,5886,0.03,4.33,298.5153169,41.8912305,1,4
Kepler-966 b,TIC 28159758,99.747622,0.0004523,,,2455041.39537,0.00292,,,0.03695,0.0043,5840,0.04,4.43,297.270576,50.1218365,1,4
Kepler-970 b,TIC 122069243,16.73652231,2.699E-05,,,2454976.13242,0.00131,,,0.03761,0.00081,4511,-0.08,4.64,289.6252192,40.7087351,2,2
Kepler-971 b,TIC 120105003,9.59070716,2.32E-05,,,2454965.68117,0.00202,,,0.02343,0.0003,5431,-0.06,4.54,284.0945699,41.1828131,1,4
Kepler-972 b,TIC 271967039,7.03932553,1.608E-05,,,2454966.85385,0.0019,,,0.03478,0.00105,6146,0.04,4.33,295.828679,43.4254371,1,4
Kepler-973 b,TIC 267747398,49.6077331,0.0001208,,,2454971.41415,0.00191,,,0.02276,0.00078,5213,-0.06,4.58,290.1653203,49.9238126,1,4
Kepler-974 b,TIC 120418600,4.19449651,5.03E-06,,,2454967.13429,0.00101,,,0.02939,0.00024,3687,0.07,4.76,285.0131082,40.2209547,1,4
Kepler-975 b,TIC 122450762,1.97034246,2.36E-06,,,2454964.947762,0.000974,,,0.01841,0.00017,4897,0.07,4.59,290.54851,38.4952415,1,1
Kepler-976 b,TIC 159174942,105.9564148,0.0004626,,,2455015.05368,0.00362,,,0.04388,0.00144,5232,0.07,4.55,289.8696232,46.7296855,1,4
Kepler-977 b,TIC 159768168,26.85328322,6.393E-05,,,2454976.31116,0.00194,,,0.02913,8E-05,5315,-0.01,4.55,291.5161959,42.2480736,1,2
Kepler-978 b,TIC 158317637,49.6221509,0.000171,,,2454970.10026,0.00252,,,0.02468,0,6002,-0.01,4.38,286.7107166,43.0433585,1,4
Kepler-979 b,TIC 239285770,8.0880135,1.135E-05,,,2454971.73615,0.00111,,,0.03034,0.00375,5310,-0.02,4.54,300.3712023,46.4081872,1,4
Kepler-98 b,TIC 120629799,1.54168,,,,2455003.54328,,,,0.01638,,5539,0.18,4.34,285.6616933,37.9645672,1,1
Kepler-980 b,TIC 271162671,11.55102504,2.754E-05,,,2454967.90861,0.00179,,,0.02253,0.00074,5935,0.01,4.41,294.6129869,45.060174,1,4
Kepler-981 b,TIC 158984916,4.46975774,5.86E-06,,,2454964.84366,0.00112,,,0.0223,0.00058,5718,0.01,4.47,289.2489051,47.6501141,1,4
Kepler-982 b,TIC 158730203,15.7738221,4.115E-05,,,2454970.53085,0.0021,,,0.01626,0.00048,6139,0.05,4.28,288.4176803,46.5904531,1,4
Kepler-983 b,TIC 164882868,60.0855082,0.0002611,,,2454986.25486,0.00331,,,0.02024,0.00025,6052,0.12,4.42,285.1042243,45.0080745,1,4
Kepler-984 b,TIC 272837755,43.0342272,0.0001479,,,2454970.69021,0.00258,,,0.02056,0.00047,5610,0.04,4.49,296.9588566,46.3940661,1,4
Kepler-985 b,TIC 159305424,116.331901,0.001381,,,2455006.6869,0.0073,,,0.03244,0.00112,5434,0,4.54,290.144339,44.0498808,1,4
Kepler-986 b,TIC 275494853,56.4349938,0.0001446,,,2454984.41171,0.002,,,0.02166,0.00069,5642,0.04,4.43,293.0940391,42.8964457,1,4
Kepler-987 b,TIC 159050004,105.3033148,0.0004783,,,2455040.17343,0.00396,,,0.03335,0.00111,5637,0.01,4.51,289.4110582,46.1308443,1,4
Kepler-988 b,TIC 159446957,17.76080053,2.728E-05,,,2454970.50628,0.00128,,,0.03554,0.00803,4005,-0.32,4.73,290.7082585,42.2372245,1,2
Kepler-989 b,TIC 123357893,7.96431535,9.62E-06,,,2454969.81672,0.00102,,,0.02575,0.00104,5074,0.01,4.58,281.5827983,47.2334674,1,4
Kepler-99 b,TIC 169462917,4.60358,,,,2455004.83893,,,,0.01847,,4782,0.18,4.61,297.3539994,41.3000452,2,3
Kepler-991 b,TIC 28084836,82.5342519,0.0003449,,,2455042.12641,0.00341,,,0.03754,0.00142,4392,-0.25,4.67,297.0905543,49.6264867,1,4
Kepler-992 b,TIC 164723619,20.16034462,5.016E-05,,,2454977.3439,0.00205,,,0.02024,9E-05,4944,-0.04,4.6,284.4304085,47.6416613,1,6
Kepler-993 b,TIC 63365721,22.08557563,4.655E-05,,,2454968.23132,0.00187,,,0.0496,0.00253,3843,0.03,4.72,292.6141076,44.3946644,1,4
Kepler-994 b,TIC 158983792,1.15116651,5.7E-07,,,2454966.231885,0.000406,,,0.02703,0.0005,3934,-0.13,4.72,289.0720752,47.406918,1,4
Kepler-995 b,TIC 120315006,28.26731672,8.643E-05,,,2454973.92495,0.00227,,,0.03121,0.00111,5206,-0.07,4.57,284.6157154,39.130998,1,4
Kepler-996 b,TIC 351072172,3.77059058,8.06E-06,,,2454966.39097,0.00168,,,0.01635,0.00057,6014,0.03,4.36,291.9127633,41.5335891,1,2
Kepler-997 b,TIC 299159378,2.70730672,5.52E-06,,,2454965.43096,0.00163,,,0.00791,0.00022,6150,0.05,4.14,289.2333767,49.9388952,1,4
Kepler-998 b,TIC 27914290,5.65377733,1.059E-05,,,2454964.71214,0.00155,,,0.01845,0.00042,6058,0.07,4.34,296.7541629,49.2087085,1,4
Kepler-999 b,TIC 269032792,5.99185702,8.17E-06,,,2454969.88214,0.00117,,,0.0125,0.00032,6237,0.05,4.11,299.6604865,46.1984679,1,4
L 168-9 b,TIC 234994474,1.4015,0.00018,0.21,,2458340.04781,0.00088,7.61,0.31,0.0212,0.001,3800,0.04,4.04,350.0285917,-60.0657292,1,4
LHS 1815 b,TIC 260004324,3.81433,3E-05,0,,2458327.4161,0.0016,17.403,2.816,0.0199,0.0009,3643,-0.12,4.77,91.0899861,-55.3115376,1,80
LHS 3844 b,TIC 410153553,0.46292913,1.9E-06,,,2458325.72558,0.00025,7.109,0.029,0.0635,0.0009,3036,,5.06,340.4962038,-69.1721081,1,9
LP 714-47 b,TIC 70899085,4.052037,4E-06,0.04,0.02,,,15.9,1,0.0751,0.0009,3950,0.41,4.64,64.1902212,-12.0848643,1,4
LTT 1445 A b,TIC 98796344,5.35882,0.0003,0.19,0.35,2458423.42629,0.00044,29.6,2.6,0.0458,0.0012,3337,-0.34,4.97,45.4624781,-16.5944956,3,4
LTT 9779 b,TIC 183985250,0.792052,9.3E-06,0,,2458354.2143,0.00025,3.877,0.09,0.0455,0.0022,5443,0.27,4.35,358.6688767,-37.6282237,1,4
Lupus-TR-3 b,TIC 153091721,3.91405,4E-05,0,,2453887.0818,0.0013,,,,,5000,,,232.5774696,-42.9799461,1,1
MASCARA-1 b,TIC 354619337,2.14878,8E-06,0,,2457097.278,0.002,,,0.0735,0.0007,7554,0,4,317.5515264,10.7388967,1,0
MASCARA-4 b,TIC 371443216,2.82406,3E-05,0,,2458505.817,0.003,5.26,,0.08,0.004,7800,0,4.1,147.5800667,-66.1139253,2,6
NGTS-1 b,TIC 192826603,2.647298,2E-05,0.016,0.023,2457720.659396,0.00062,12.2,0.7,0.239,0.1,3916,0,4.71,82.7142134,-36.6309812,1,12
NGTS-10 b,TIC 37348844,0.7668944,3E-07,0,,2457518.84377,0.00017,4.447,0.123,0.1765,0.011,4600,-0.02,4.59,91.8722801,-25.5948963,1,2
NGTS-11 b,TIC 54002556,35.45533,0.00019,0.13,0.1,2458390.7043,0.0016,54.6,8.6,0.101,0.003,5050,0.22,4.5,23.5214497,-14.4191493,1,2
NGTS-12 b,TIC 157230659,7.532806,4.8E-05,0,,2458572.8549,0.0017,10.28,0.21,0.0678,0.0012,5690,-0.03,4.04,176.2499418,-35.640563,1,2
NGTS-13 b,TIC 454069765,4.119027,2.3E-05,0.086,0.034,2458572.8247,0.0018,,,,,5819,0.25,4.04,176.2402326,-38.1397158,1,2
NGTS-14 A b,TIC 197643976,3.5357173,6.9E-06,0,,2457502.5545,0.002,10.3,2.3,0.053,0.0038,5187,0.1,4.2,328.5174799,-38.3774193,2,2
NGTS-2 b,TIC 125739286,4.511164,6.1E-05,0,,2457759.1261,0.0014,,,0.09619,0.00114,6478,-0.06,4.2,215.1227617,-31.2020698,1,1
NGTS-3 A b,TIC 124778445,1.6753728,3E-06,,,2457620.1679,0.00095,6.49435,0.02923,0.1638,0.0045,5600,0.12,,94.4447595,-35.706364,2,9
NGTS-4 b,TIC 143143769,1.3373508,8E-06,0,,2457607.9975,0.0034,4.79,1.21,0.035,0.003,5143,-0.28,4.5,89.5988945,-30.8117992,1,9
