#Name,#TIC,#Per,#Per_err,#Ecc,#ECC_err,#T0,#T0_err,#a/R*,#a/R*_err,#Rp/R*,#Rp/R*_err,#Teff,#M/H,#logg,#T0_ref,#aR_ref,#rprs_ref,#teff_ref,#met_refl,#logg_ref
CoRoT-6 b,TIC 130502317,8.886593,4E-06,0.1,,2454595.6144,0.0002,17.94,0.33,0.1169,0.0009,6090,-0.2,4.43,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>,<a refstr=FRIDLUND_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...512A..14F/abstract target=ref> Fridlund et al. 2010 </a>
CoRoT-8 b,TIC 391880567,6.21229,3E-05,0,,2454238.9743,0.0004,17.6,0.4,0.075,0.001,5080,0.3,4.58,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>,<a refstr=BORDE_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010A%26A...520A..66B/abstract target=ref> Borde et al. 2010 </a>
CoRoTID 223977153 b,TIC 220323515,6.71837,1E-05,,,2455901.811,0.002,,,0.054,0.002,5970,0,4.67,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>
EPIC 201170410.02,TIC 38116202,6.7987,0.0001,0,,2456813.1485,0.0006,,,0.034,0.0007,3648,-0.048,5,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>
EPIC 201238110 b,TIC 35019000,28.1656,0.0027,,,2456852.6572,0.0023,61.5,15.1,0.0458,0.0021,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 201497682 b,TIC 301610040,2.13174,0.00022,,,2456850.0263,0.0028,,,0.0115,0.0008,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 201757695.02,TIC 380546118,2.0478,0.0001,0,,2456811.637,0.0008,,,0.0127,0.0002,4520,-0.003,4.66,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>
EPIC 201841433 b,TIC 380583651,4.1698,0.0001,,,2456811.6359,0.0011,11.5,5.2,0.0152,0.0004,5053,0,4.59,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>,<a refstr=DEL_SER__AMP__FORS_2020 href=https://ui.adsabs.harvard.edu/abs/2020MNRAS.498.2778D/abstract target=ref>del Ser &amp Fors 2020</a>
EPIC 206024342 b,TIC 75266189,4.50756,0.00062,,,2456899.1324,0.0026,13.9,4.8,0.0147,0.0012,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 206032309 b,TIC 145752628,2.87814,0.00023,,,2456899.132,0.0017,,,0.0405,0.0024,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 206042996 b,TIC 12785571,5.29711,0.00074,,,2456899.1227,0.0029,10.1,5.4,0.0294,0.0018,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 206215704 b,TIC 38355468,2.25372,0.00047,,,2457010.0005,0.0009,16,5.7,0.0225,0.0022,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 206317286 b,TIC 250956593,1.58252,0.00017,,,2457011.3327,0.0024,6.1,2,0.0133,0.0014,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 211822797 b,TIC 337632006,21.169861,0.001725,0.06,0.13597,2457165.577,0.002,48.67,2.04,0.03182,0.00102,4148.21,0.14,4.65,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=DRESSING_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..207D/abstract target=ref>Dressing et al. 2017</a>,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153...64M/abstract target=ref>Mann et al. 2017</a>,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>
EPIC 211945201 b,TIC 243244680,19.49221,0.000666,0,,2457158.82477,0.00086,35.63,6.71,0.0379,0.0025,6069,0.1,4.22,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>,<a refstr=LIVINGSTON_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..277L/abstract target=ref>Livingston et al. 2018</a>
EPIC 212297394 b,TIC 287331845,2.28943,0.00019,,,2457261.4607,0.002,9.3,4.3,0.0162,0.001,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 212424622 b,TIC 297146115,18.0983,0.006,,,2457263.2616,0.009,27.9,10.7,0.0148,0.0013,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 212499991 b,TIC 297146957,34.885,0.011,,,2457280.6254,0.0081,,,0.0193,0.0016,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 212587672 b,TIC 771548,15.2841,0.0037,,,2457273.4906,0.0053,28.9,9.2,0.0108,0.0007,,,,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,<a refstr=HELLER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...627A..66H/abstract target=ref>Heller et al. 2019</a>,,,
EPIC 248847494 b,TIC 392876254,3650,1280,0,,2457967.17,0.01,,,0.042,0.002,4898,-0.23,3.52,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615L..13G/abstract target=ref>Giles et al. 2018</a>,,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615L..13G/abstract target=ref>Giles et al. 2018</a>,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615L..13G/abstract target=ref>Giles et al. 2018</a>,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615L..13G/abstract target=ref>Giles et al. 2018</a>,<a refstr=GILES_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...615L..13G/abstract target=ref>Giles et al. 2018</a>
G 9-40 b,TIC 203214081,5.746007,6E-06,0,,2458497.77747,0.00032,27,5.4,0.0605,0.0026,3348,0.04,4.93,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>,<a refstr=STEFANSSON_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..100S/abstract target=ref>Stefansson et al. 2020</a>
GJ 1214 b,TIC 467929202,1.58040456,1.6E-07,0,,2455320.535733,2.1E-05,14,0.8,0.116,0.0005,3026,0.39,4.94,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslashe et al. 2013</a>,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslashe et al. 2013</a>,<a refstr=BERTA_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012ApJ...747...35B/abstract target=ref>Berta et al. 2012</a>,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslashe et al. 2013</a>,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslashe et al. 2013</a>,<a refstr=HARPS_OSLASH_E_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A&A...549A..10H/abstract target=ref>Harps&oslashe et al. 2013</a>
GJ 1252 b,TIC 370133522,0.5182349,6.3E-06,0,,2458668.09739,0.00032,,,0.02802,0.0009,3458,0.1,4.89,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,<a refstr=SHPORER_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020ApJ...890L...7S/abstract target=ref>Shporer et al. 2020</a>,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>
HAT-P-12 b,TIC 198108326,3.2130598,2.1E-06,0,,2454419.19556,0.0002,11.77,0.15,0.1406,0.0013,4650,-0.29,4.61,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>,<a refstr=HARTMAN_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...706..785H/abstract target=ref> Hartman et al. 2009 </a>
HAT-P-15 b,TIC 353459965,10.8635,2.7E-05,0.19,0.02,2454638.56094,0.00048,19.25,0.77,0.1019,0.0009,5568,0.22,4.38,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=KOVACS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010ApJ...724..866K/abstract target=ref> Kovacs et al. 2010 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
HAT-P-18 b,TIC 21744120,5.508023,6E-06,0.084,0.048,2454715.02174,0.0002,16.04,0.75,0.1365,0.0015,4803,0.1,4.57,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>
HAT-P-19 b,TIC 267650535,4.008778,6E-06,0.067,0.042,2455091.53417,0.00034,12.24,0.67,0.1418,0.002,4990,0.23,4.54,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>,<a refstr=HARTMAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...726...52H/abstract target=ref> Hartman et al. 2011 </a>
HAT-P-2 b,TIC 39903405,5.6335158,3.6E-06,0.5172,0.0019,2455288.8491,0.00037,10.28,0.12,0.0678,0.0002,6380,0.18,4.16,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,<a refstr=LOEILLET_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008A&A...481..529L/abstract target=ref> Loeillet et al. 2008 </a>,<a refstr=GARAI_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AN....338...35G/abstract target=ref>Garai et al. 2017</a>,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,<a refstr=MENT_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..213M/abstract target=ref>Ment et al. 2018</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
HAT-P-20 b,TIC 26826078,2.875317,4E-06,0.015,0.005,2455080.92661,0.00021,11.17,0.29,0.1284,0.0016,4595,0.35,4.63,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>
HAT-P-21 b,TIC 17993892,4.12448,7E-06,0.23,0.02,2454996.41389,0.00069,9.65,0.74,0.095,0.0022,5588,0.01,4.33,<a refstr=BONOMO_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...602A.107B/abstract target=ref>Bonomo et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=BAKOS_ET_AL__2010 href=https://ui.adsabs.harvard.edu/abs/2010arXiv1008.3388B/abstract target=ref> Bakos et al. 2010 </a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
HAT-P-23 b,TIC 305243225,1.21288,2E-06,0.11,0.04,2454852.26548,0.00017,4.16,0.26,0.11616,0.00081,5905,0.15,4.33,<a refstr=SADA__AMP__RAM_OACUTE_N_FOX_2016 href=https://ui.adsabs.harvard.edu/abs/2016PASP..128b4402S/abstract target=ref>Sada &amp Ram&oacuten-Fox 2016</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=CICERI_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...577A..54C/abstract target=ref>Ciceri et al. 2015</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>
